word_id,word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
40,acantisita,nom avia,un avia pico e pasarin de Zeland Nova,New Zealand wren,akantisitedo,acantisita,roitelet (oiseau),NA,NA,NA,NA,Acanthisittidae,NA,NA,NA,NA,NA,NA,NA,he: סוג של ציפור שיר קטנה שמקורה בניו זילנד,NA,NA
41,acanto,nom planta,un planta florinte con folias spinosa,acanthus (plant),akanto,acanto,acanthe,NA,NA,NA,NA,Acanthus,NA,NA,NA,NA,NA,NA,NA,he: קוציץ (צמח),NA,NA
42,acantosefalo,nom,un membro de un filo de vermes parasital,acanthocephalan (worm),NA,acantocéfalo,acanthocéphale,NA,NA,NA,NA,Acanthocephala,NA,NA,NA,NA,NA,NA,NA,he: סוג של תולעת טפילית,NA,NA
43,acariase,nom medica,un maladia de la pel de mamales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,-ase (maladia),NA,NA,mange,NA,NA,gale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שחין (בכלבים),NA,NA
43,acariasica,ajetivo,NA,mangy,NA,NA,galeux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מוכה שחין (בכלבים),NA,NA
44,acaro,nom artropodo,un aracnido pico cual es un parasito,mite (arachnid),akaro,NA,acarien,NA,NA,NA,de elinica,Acariformes,NA,NA,NA,NA,NA,NA,NA,he: קרדית (חרק),NA,NA
45,acasia,nom planta,un arbor o arboreta de climas calda,acacia,akacio,acacia,acacia,NA,NA,NA,de elinica akakia,Acacia,NA,NA,NA,NA,NA,NA,NA,he: שיטה (עץ),NA,NA
46,acaso,ajetivo,aveninte en modo o ordina nonpredisable,random,hazarda,NA,aléatoire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seica,he: אקראי,NA,NA
46,acaso,averbo,NA,randomly,hazarde,NA,aléatoirement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: באופן אקראי,NA,NA
46,acaso,nom,NA,chance,hazardo,accidente,hasard,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zufall,NA,NA,he: מקרה,NA,NA
46,acaso locada,ajetivo,NA,adventitious,NA,NA,fortuit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (בוטניקה) אדוונטיבי,NA,NA
46,acasi,verbo nontransitiva,NA,randomize|is,hazardiĝi,NA,randomiser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתארגן בצורה אקראית,NA,NA
46,acasi,verbo transitiva,NA,randomize|is,hazardigi,NA,randomiser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לארגן בצורה אקראית,NA,NA
46,acasia,nom,NA,randomness,hazardeco,NA,caractère aléatoire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקראיות,NA,NA
46,acasisme,nom,la esplota egosa e consensa de la situas cual aveni,opportunism,oportunismo,NA,opportunisme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אופורטוניזם,NA,NA
46,acasiste,ajetivo,esplotante en modo egosa la situas cual aveni,opportunistic,oportunista,NA,opportuniste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אופורטוניסטי,NA,NA
46,acasiste,nom,NA,opportunist,oportunisto,NA,opportuniste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אופורטוניסט,NA,NA
46,bon acaso,nom,un bon aveni nonpredisable,happy chance,feliĉa hazardo,NA,opportunité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מקרה של מזל טוב,NA,NA
46,nonacaso,ajetivo,NA,non-random,nehazarda,NA,déterminé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא אקראי,NA,NA
47,acc,corti,ance conoseda como,a.k.a.,alinome,NA,alias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הידוע גם כ,NA,NA
48,Acea,nom jeografial istoria,un provinse en Elas,Achaea (Greek region),Aĥeo,NA,Achaïe (région de la Grèce antique),Patra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אכאיה (מחוז ביוון),NA,NA
48,acean,ajetivo,NA,Achaean,aĥea,NA,achéen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ששייך לאכאיה,NA,NA
48,acean,nom demonim,un membro de la popla de Acea; (en Homero) un person elinica,Achaean,aĥeano; aĥajano,NA,Achéen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תושב אכאיה; (בשירתו של הומרוס) אדם יווני,NA,NA
49,acel,determinante,cual nos vide ala; cual nos ia indica ja,that,tiu,ese,ce,NA,`Acel` es un varia asentuada de `la`. Lo contrasta comun con `esta`,NA,NA,NA,NA,NA,NA,NA,denne,das,ese,he: ההוא,NA,NA
49,acel,pronom,NA,that,tiu,NA,celui-là,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,das,NA,he: ההוא,NA,NA
49,aceles,pronom plural,NA,those,tiuj,NA,ceux-là,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ההם,NA,NA
49,par acel,averbo,NA,thereby,NA,NA,ainsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: על-ידי כך,NA,NA
50,acemenan,ajetivo demonim istoria,pertinente a la Impero Persian Prima entre la sentenios 6 e 4 aec,Achaemenid (dynasty),aĥemenida,NA,achéménide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ששייך לאימפריה האחמנית,NA,NA
50,acemenan,nom demonim,NA,Achaemenid (dynasty),aĥemenido,NA,Achéménide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תושב האימפריה האחמנית,NA,NA
51,acenio,nom biolojia,un fruta peti e seca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,khainein (abri plen),NA,NA,achene (botany),NA,NA,achaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פרי יבש בעל זרע בודד,NA,NA
52,Aciten,nom jeografial,un rejion e provinse pasada de Frans sude-ueste; un duxia en la eda medieval,Aquitaine,NA,NA,Aquitaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקיטן (חבל ארץ בצרפת),NA,NA
53,aclama,verbo transitiva,loda o coraji con crias zelosa,acclaim,aklami,NA,acclamer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להריע,NA,NA
53,aclama,nom,NA,acclamation,aklamo,NA,acclamation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קריאת הידד,NA,NA
53,aclama final,nom arte,NA,curtain call,NA,NA,rappel (applaudissement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הדרן,NA,NA
53,desaclama,verbo transitiva,NA,boo,NA,NA,huer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לקרוא קריאות בוז,NA,NA
54,acne,nom medica,un inflama de la glandes sebosa cual crea pustulas roja a la pel,acne,aknohaŭto,NA,acné,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקנה,NA,NA
55,acompania,verbo transitiva musica,viaja con (algun); aveni a la mesma tempo como; canta o jua un melodia fondal per suporta (la melodia xef),accompany,akompani,NA,accompagner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ללוות,NA,NA
55,acompania,nom,NA,accompaniment,akompano,NA,accompagnement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אירוח חברה; (מוזיקה) ליווי,NA,NA
55,acompaniable,ajetivo,amin e sosial,companionable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חברותי,NA,NA
55,acompaniada,ajetivo,NA,accompanied,NA,NA,accompagné,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מלוּוה,NA,NA
55,acompaniada par,preposada,NA,accompanied by,NA,NA,en compagnie de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מלוּוה ב-,NA,NA
55,acompaniante,ajetivo,NA,accompanying,NA,NA,concomitant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נלווה,NA,NA
55,acompanior,nom,NA,companion,akompananto,NA,compagnon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מלווה,NA,NA
55,acompaniste,nom musica,NA,accompanist,akompanisto,NA,accompagnateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מלווה מוזיקלי,NA,NA
55,"nonacompaniada
.Aconcagua",ajetivo,la monte la plu grande estra Asia,unaccompanied,senakompana,NA,sans compagnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ללא ליווי,NA,NA
56,aconito,nom planta,un planta venenosa con flores de forma elmin,aconite,akonito,NA,aconite,NA,NA,NA,de elinica akoniton,Aconitum,NA,NA,NA,NA,NA,NA,NA,he: אקוניטון (צמח),NA,NA
57,acorda,verbo transitiva governa linguistica,ave la mesma opina (con algun) sur; es coerente (con alga cosa); dise ce on va (fa un ata),agree to,konsenti pri,acordar,être d'accord,NA,NA,NA,NA,NA,NA,NA,el ia acorda canta,NA,være enig,übereinstimmung,acordar,he: להסכים; להתאים,NA,NA
57,acorda,nom musica linguistica,armonia de opina; un grupo de notas armoniosa cual sona en junta; un cambia a la infleta de un parola,agreement,konsento,NA,accord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הסכמה,NA,NA
57,acorda con testa,espresa,NA,nod one's head,kapjesi,NA,acquiescement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להנהן,NA,NA
57,acorda de coesiste,nom,NA,modus vivendi,NA,NA,modus vivendi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מודוס ויוונדי,NA,NA
57,acorda de nonrevela,nom,NA,non-disclosure agreement,NA,NA,accord de non-divulgation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הסכם לשמירת סודיות,NA,NA
57,acorda formal,nom,un deside negosiada e tipal obligante par lege,formal agreement,kontrakto,NA,contrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חוזה,NA,NA
57,acorda unida,nom,NA,unanimity,unuanimeco,NA,consensus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תמימות דעים,NA,NA
57,acordable,ajetivo informatica,(aparatos o programes) capas de coesiste sin problemes,compatible,kongrua,NA,compatible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תואם,NA,NA
57,acordada,ajetivo,NA,agreed,konsentita,NA,consensuel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מוסכם,NA,NA
57,acordante,ajetivo,NA,agreeing; compatible,konsenta,NA,consentant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מסכים; מתאים; (מוזיקה) לא מזייף,NA,NA
57,desacorda,verbo transitiva,NA,disagree,malkonsenti,NA,être en désaccord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לחלוק,NA,NA
57,desacorda,nom,NA,disagreement,malkonsento,NA,désaccord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מחלוקת,NA,NA
57,desacordante,ajetivo,NA,disagreeing,malkonsenta,NA,discordant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא מסכים,NA,NA
57,en acorda unida,ajetivo,NA,unanimous,unuanima,NA,unanime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בתמימות דעים,NA,NA
57,formal acordada,ajetivo,NA,formally agreed,formale konsentita,NA,contractuel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חוזי,NA,NA
57,nonacorda,nom,NA,incongruity; incompatibility,NA,NA,incompatibilité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חוסר התאמה,NA,NA
57,nonacordante,ajetivo,NA,non-consenting; intransigent; incongruent,NA,NA,incompatible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא מתאים,NA,NA
58,acordion,nom musica,un strumento musical de venta cual on compresa e descompresa con sua manos,accordion,akordiono,NA,accordéon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקורדיון,NA,NA
58,acordion diatonica,nom,NA,melodeon,NA,NA,accordéon diatonique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקורדיון דיאטוני,NA,NA
59,acre,nom,un unia vea de area,acre,akreo,NA,acre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקר (יחידת מידה לשטח),NA,NA
60,acrete,verbo nontransitiva tera,crese par cumula o fusa,accrete,NA,NA,accréter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתרחב על ידי הצטברות הדרגתית,NA,NA
60,acrete,nom,NA,accretion,NA,NA,accrétion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: התרחבות על ידי הצטברות הדרגתית,NA,NA
61,acrilica,ajetivo cimica arte,NA,acrylic,akrila,NA,acrylique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקרילי,NA,NA
61,acrilica,nom,un sustantia,acrylic,akrilo,NA,acrylique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חומר אקרילי,NA,NA
62,acrofobia,nom,un teme estrema o nonrazonada de locas alta,acrophobia,NA,NA,acrophobie,NA,NA,NA,de elinica akron (alta,NA,NA,NA,NA,NA,NA,NA,NA,he: פחד גבהים,NA,NA
63,acromion,nom medica,un protende ososa sur la scapula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,omos (spala),NA,NA,acromion,NA,NA,acromion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (אנטומיה) שיא הכתף,NA,NA
64,acronim,ajetivo linguistica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,-onumon (nom),NA,NA,acronymic,NA,NA,acronyme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בצורת נוטריקון,NA,NA
64,acronim,nom,un parola formida par junta la leteras inisial de otra parolas,acronym,NA,NA,acronyme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נוטריקון,NA,NA
64,retroacronim,nom,NA,backronym,NA,NA,rétroacronyme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ראשי תיבות בדיעבד,NA,NA
65,acropoli,nom istoria,(en Elas antica) un vila o fortres construida sur tera alta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,polis (site),NA,NA,acropolis,NA,NA,acropole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקרופוליס,NA,NA
66,acrostica,ajetivo linguistica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,stikhos (linia),NA,NA,acrostic,NA,NA,acrostiche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקרוסטיכון,NA,NA
66,acrostica,nom,un testo en cual la leteras,acrostic,NA,NA,acrostiche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקרוסטיכון,NA,NA
67,acrotera,nom arte,un sculta suportada par un plataforma a la apico de la fronton de un construida clasica,acroterion,NA,NA,acrotère,NA,NA,NA,de elinica akroterion (culmina,NA,NA,NA,NA,NA,NA,NA,NA,he: אקרוטריון,NA,NA
68,acrupi,verbo nontransitiva,sta en posa basa con jenos pliada; senta sur sua talones; basi rapida (sua testa o corpo) per evita un colpa o per no es videda par otras,crouch,kaŭri,acuclillarse,s'accroupir,NA,NA,NA,NA,NA,NA,NA,NA,NA,sidde på hug,hocken,anicarse,he: לכרוע,NA,NA
68,acrupi,verbo transitiva,NA,crouch,kaŭrigi,NA,baisser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגרום למישהו לכרוע,NA,NA
68,acrupi se,espresa,NA,crouch down,kaŭriĝi,NA,s'accroupir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לכרוע,NA,NA
68,acrupi temosa,verbo nontransitiva,NA,cower,kaŭri pro timo,NA,se tapir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתכווץ מרוב פחד,NA,NA
69,actinica,ajetivo cimica,capas de causa reatas fotocimical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,-ikos (-ica),NA,NA,actinic,NA,NA,actinique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקטיני,NA,NA
69,actinicia,nom,NA,actinism (chemistry),NA,NA,actinisme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקטיניות,NA,NA
70,actinido,nom cimica,cada de un serie de 15 elementos metal entre actinio e laurensio,actinide (chemistry),NA,NA,actinide (chimie),NA,NA,NA,de elinica aktin (raio),NA,NA,NA,NA,NA,NA,NA,NA,he: אקטיניד,NA,NA
71,actinio,nom cimica,la elemento cimical con numero atomal 89,actinium (element),aktinio,NA,actinium,NA,NA,NA,de elinica aktin (raio),NA,NA,Ac,NA,NA,NA,NA,NA,he: אקטיניום (יסוד),NA,NA
72,acua,nom,la licuida cual formi la mares,water,akvo,agua,eau,NA,NA,NA,NA,NA,NA,NA,NA,agua,vand,Wasser,auga,מים,ilma,ru: вода
72,acua-,prefisa tecnical,acua,aqua-,NA,NA,aqua-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת) שקשור למים,NA,NA
72,acua de banio,nom,NA,bathwater,banakvo,NA,eau de bain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי אמבטיה,NA,NA
72,acua de cala,nom,NA,bilge,NA,NA,eau de cale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי שיפוליים,NA,NA
72,acua de calce,nom,un disolve de calce en acua,whitewash,kalkaĵo,NA,chaux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סיד,NA,NA
72,acua de cloaca,nom,NA,waste water,kloakaĵo,NA,eaux usées,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי ביוב,NA,NA
72,acua de mar,nom,NA,seawater,NA,NA,eau de mer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי ים,NA,NA
72,acua de pluve,nom,NA,rainwater,NA,NA,eau de pluie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי גשמים,NA,NA
72,acua de rosa,nom,acua bonodorinte,rosewater,rozakvo,NA,eau de rose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי ורדים,NA,NA
72,acua dulse,nom,acua nonsalosa,fresh water,sensala akvo,NA,eau douce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מים מתוקים,NA,NA
72,acua mineral,nom,acua natural en cual minerales es disolveda,mineral water,mineralakvo,NA,eau minérale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מים מינרליים,NA,NA
72,acua salosa,nom,acua en cual sal es disolveda,saltwater,salakvo,NA,eau salée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי מלח,NA,NA
72,acua suteran,nom,NA,underground water,NA,NA,eau souterraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מי תהום,NA,NA
72,acual,ajetivo,NA,aquatic,akva,NA,aqueux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מימי,NA,NA
72,acueria,nom,un tance o grupo de tances conteninte animales e plantas acual,aquarium,akvario,NA,aquarium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקווריום,NA,NA
72,acui,verbo transitiva,ajunta acua a,water,NA,NA,arroser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להשקות,NA,NA
72,acuin,ajetivo,(un sustantia) simil a acua,watery,akveca,aguado,fluide,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyndtflydende,wässrig,NA,he: מימי,NA,NA
72,acuor,nom,un person ci trae acua,water carrier,akvisto,NA,porteur d'eau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נושא מים,NA,NA
72,Acuor,nom astronomia,un constela grande de la zodiaco,Aquarius (constellation),Akvisto,NA,Verseau (constellation),NA,NA,NA,NA,NA,NA,♒,NA,NA,NA,NA,NA,he: דלי (קבוצת כוכבים),NA,NA
72,acuosa,ajetivo,conteninte o empapada con multe acua,watery,akvoplena,NA,aqueux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מימי,NA,NA
72,de acua dulse,ajetivo,NA,freshwater,NA,NA,d'eau douce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: של מים מתוקים,NA,NA
72,de acua salosa,ajetivo,NA,saltwater,NA,NA,d'eau salée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: של מים מלוחים,NA,NA
72,pinti con acua de calce,espresa,NA,whitewash,kalki,NA,chauler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לסייד,NA,NA
72,suacuan,ajetivo,NA,underwater,subakva,NA,sous-marin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תת-מימי,NA,NA
73,acuacultur,nom,la eleva de animales acual o la cultiva de plantas acual per comeda,aquaculture,NA,NA,aquaculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חקלאות ימית,NA,NA
74,acuaduto,nom istoria,un ponte sur cual un rio traversa un vale,aqueduct,akvedukto,NA,aqueduc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוודוקט,NA,NA
75,acuamarin,ajetivo color tera,con color pal bluin verde,aquamarine,NA,NA,aigue-marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גוון ירוק כחלחל,NA,NA
75,acuamarin,nom,un varia de beril con esta color,aquamarine,NA,NA,aigue-marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוומרין,NA,NA
76,acuarela,nom arte,un pinta artiste composada de un pigmento suspendeda en un sustantia disolvable en acua,watercolor|ur,akvarelfarbo,NA,aquarelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צבע מים,NA,NA
76,depinta con acuarela,verbo,NA,paint in watercolors|ur,akvareli,NA,peindre à l'aquarelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לצייר בצבעי מים,NA,NA
76,depinta de acuarela,nom,NA,watercolor|ur painting,akvarelo,NA,à l'aquarelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוורל,NA,NA
77,acuatinje,nom arte,un primida cual sembla un depinta de acuarela ma es produida con un plato de cupre gravada con asida; la metodo de produi un tal primida,aquatint,NA,NA,aquatinte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקווטינטה (טכניקת הדפס),NA,NA
78,acuavit,nom cosini,un bevida scandinavian de alcol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,vitae (vive),NA,NA,aquavit,akvavito,NA,eau de vie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוויט (משקה אלכוהולי על בסיס תפוחי אדמה),NA,NA
79,acuifer,nom tera,un strato de roca permeable e capas de porta acua,aquifer,grundakvejo,NA,aquifère,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוויפר,NA,NA
80,acusa,verbo transitiva governa,dise ce (algun) ia ofende o fa un crimin,accuse,akuzi,NA,accuser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להאשים,NA,NA
80,acusa,nom,NA,accusation,akuzo,NA,accusation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: האשמה,NA,NA
80,acusa de malcondui,verbo,NA,accuse of wrongdoing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להאשים בהתנהגות בלתי הולמת,NA,NA
80,acusa formal,verbo transitiva,NA,charge,NA,NA,accusation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להעמיד לדין,NA,NA
80,acusada,ajetivo,NA,accused,akuzita,NA,accusé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נאשם,NA,NA
80,acusada,nom,NA,accused,akuzito,NA,accusé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נאשם,NA,NA
80,acusante,ajetivo,NA,accusing,akuza,NA,accusateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מאשים,NA,NA
80,acusor,nom,NA,accuser,akuzanto,NA,accusateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מאשים,NA,NA
80,contracusa,verbo transitiva,NA,recriminate,NA,NA,contre-accuser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להטיח אשמת נגד,NA,NA
80,contracusa,nom,NA,counteraccusation,NA,NA,contre-accusation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אשמת נגד,NA,NA
80,malacusa,verbo transitiva,dana la reputa de (algun) par publici un declara falsa sur el,libel,kalumnii,NA,calomnier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להוציא דיבה,NA,NA
80,malacusa,nom,NA,libel,kalumnio,NA,calomnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לשון הרע,NA,NA
80,malacusante,ajetivo,NA,libelous|ll,kalumnia,NA,calomnieux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שגורם להוצאת דיבה,NA,NA
80,malacusor,nom,NA,libeler|ll,kalumnianto,NA,calomniateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מוציא דיבה,NA,NA
81,acusativa,ajetivo linguistica,NA,accusative (grammar),akuzativa,NA,accusatif (grammaire),NA,NA,NA,de latina accusativus (parteninte a un acusa o caso legal),NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור ליחסת את,NA,NA
81,acusativa,nom,un caso gramatical cual indica ojetos direta,accusative (grammar),akuzativo,NA,accusatif (grammaire),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (דקדוק) יחסת את,NA,NA
