words,freq,word_id,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
pensa,0.0015239321742863275,6682,verbo transitiva siensa-umana,dirije sua mente; usa sua mente per formi (ideas); imajina (un situa real o posible); ave (un opina,think; opine,NA,pensar,NA,NA,NA,crede,NA,NA,NA,NA,me pensa a un canta famosa (= me ave la idea de lo en mea mente); me pensa sur la problem (me considera lo); me pensa ce la sielo aspeta pluvosa (esta es la contenida presente de mea pensas),NA,tænke,denken,NA,NA,NA,NA
pensa,0.0015239321742863275,6682,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tenis,0.0015239321742863275,8907,nom sporte,un sporte en cual du o cuatro juores usa racetas per colpa un bal supra un rede cual traversa un campo contornida,tennis,NA,tenis,tennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,tennis,Tennis,NA,NA,NA,NA
labora,0.0015024683408456751,4816,verbo nontransitiva,ata fisical o mental per reali un intende o resulta,work,NA,trabajar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arbejde,NA,NA,NA,NA,NA
labora,0.0015024683408456751,4816,verbo transitiva,NA,work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
labora,0.0015024683408456751,4816,nom,NA,work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbeit,NA,NA,NA,NA
jua,0.00145954067396437,4775,verbo nontransitiva sporte siensa-umana,ata per diverti e recrea en loca de un intende seria o pratical,play,NA,jugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spille,spielen,NA,NA,NA,NA
jua,0.00145954067396437,4775,verbo transitiva,partisipa en (un sporte o concurso); produi musica a (un strumento); presenta (un peso de musica),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jua,0.00145954067396437,4775,nom,NA,game,NA,juego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spil (i sport o. lign.),Spiel,NA,NA,NA,NA
bela,0.001416613007083065,1021,ajetivo,estetical plasente a la sensas o mente; atraosa,beautiful,NA,bello,beau,NA,NA,NA,NA,NA,NA,NA,NA,NA,køn,schön,NA,he: יפה,NA,NA
bela,0.001416613007083065,1021,nom,NA,belle,NA,NA,belle femme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אישה יפה,NA,NA
musica,0.001416613007083065,5848,nom musica,sonas de vose o strumentos,music,NA,música,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,musik,Musik,NA,NA,NA,NA
comensa,0.0013736853402017601,1951,verbo nontransitiva,deveni esistente,commence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,la corsa comensa,NA,begynde,anfangen,NA,NA,NA,NA
comensa,0.0013736853402017601,1951,verbo transitiva,fa ce (alga cosa) comensa; fa o esperia la parte prima de (un ata),commence,NA,iniciar,commencer,NA,NA,NA,NA,NA,NA,NA,on comensa dansa; nos comensa la viaja,NA,NA,NA,NA,he: להתחיל,NA,NA
comensa,0.0013736853402017601,1951,nom,NA,commencement,NA,NA,commencement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: התחלה,NA,NA
om,0.0013736853402017601,6162,nom siensa-umana,un umana adulte mas; (nonformal) un sposo,man; guy,NA,hombre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand,Mann,NA,NA,NA,NA
dia,0.0013092938398798024,2647,nom,cada de la periodos de 24 oras a cual on divide semanas,day; daytime,NA,día,jour,NA,NA,NA,NA,NA,NA,NA,NA,NA,dag,Tag,NA,he: יום,NA,NA
veni,0.0013092938398798024,9569,verbo nontransitiva,move o viaja a o en un loca cual es prosima a o conoseda par la parlor; ariva a un loca spesifada,come,veni,venir,venir,NA,NA,NA,NA,NA,NA,NA,NA,NA,komme,kommen,NA,NA,NA,ru: приходить
veni,0.0013092938398798024,9569,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
veni,0.0013092938398798024,9569,esclama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
veni,0.0013092938398798024,9569,nom,NA,coming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
libro,0.00128783000643915,4972,nom,un obra scriveda o primida,book,NA,libro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bog,Buch,NA,NA,NA,NA
nada,0.00128783000643915,5866,verbo nontransitiva sporte,propulsa se tra acua par sua gamas e brasos,swim,NA,nadar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,svømme,schwimmen,NA,NA,NA,NA
nada,0.00128783000643915,5866,nom,NA,swim,NA,baño,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fini,0.0012663661729984976,3609,verbo nontransitiva,completi; para; no continua,finish,NA,terminar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slutte,enden,NA,NA,NA,NA
fini,0.0012663661729984976,3609,verbo transitiva,NA,finish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,beenden,NA,NA,NA,NA
fini,0.0012663661729984976,3609,nom,NA,finish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sin,0.001244902339557845,8243,preposada,no acompaniada par,without; lacking,sen,sin,sans,NA,NA,NA,NA,NA,NA,NA,cafe sin lete; tu viaja sin bileta; leje sin comprende la sinifia,NA,uden,ohne,NA,NA,NA,ru: без
tre,0.0012234385061171925,9163,determinante matematica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tre,0.0012234385061171925,9163,ajetivo,NA,third (ordinal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usa,0.0012234385061171925,9464,verbo transitiva,prende,use,uzi,usar,employer,NA,NA,NA,NA,NA,NA,NA,NA,NA,bruge,gebrauchen,NA,NA,NA,ru: использовать
usa,0.0012234385061171925,9464,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
compra,0.00120197467267654,1982,verbo transitiva mone,oteni (un cosa) par paia per lo,buy,NA,comprar,acheter,NA,NA,NA,NA,NA,NA,NA,NA,NA,købe,kaufen,NA,he: לקנות,NA,NA
compra,0.00120197467267654,1982,nom,NA,purchase (action),NA,NA,achat (action),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קנייה,NA,NA
tan,0.00120197467267654,8782,averbo,a un tal estende,to such an extent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
asta,0.001159047005795235,700,preposada,indicante la loca o state do un move o cambia fini - may be incomplete,as far as,ĝis,hasta,jusqu'à,NA,`Asta` implica ce la move ateni la loca spesifada e no vade ultra lo. `A` es plu jeneral,cuando,NA,NA,NA,NA,me va acompania tu asta la porte; moiada asta sua pel; la preso ia cade asta sento euros; studia pajes 25 asta 42,NA,til,bis,NA,עד,NA,NA
fem,0.001159047005795235,3528,nom siensa-umana,un umana fema adulte; (nonformal) un sposa,woman; (colloquial) wife,NA,mujer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kvinde,Frau,NA,NA,NA,NA
sola,0.001159047005795235,8389,ajetivo prenomal,con no otra person o cosa; escluinte tota otras; la un e no la otra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sola,0.001159047005795235,8389,averbo,NA,only,nur,solo,seulement,NA,NA,NA,NA,NA,NA,NA,NA,NA,kun,nur,NA,NA,NA,ru: только
tra,0.001159047005795235,9103,preposada,pasante de un lado a la otra de (un loca) - may be incomplete,through; via,tra,a través de,à travers; durant; en passant par; au moyen de,NA,NA,NA,NA,NA,NA,NA,acua flue tra la tubos; core tra la campos; regarda la sielo tra la fenetra; de Milano a Roma tra Bologna,NA,gennem,durch,NA,NA,NA,через
contra,0.00111611933891393,2096,preposada,oposante (un enemi fisical o metafor); contrastada con - may be incomplete,against,kontraŭ,contra,contre,NA,NA,NA,NA,NA,NA,NA,batalia contra un enemi; tu ata contra mea desiras; secur contra acua,NA,imod,gegen,NA,נגד,NA,NA
person,0.00111611933891393,6755,nom filosofia siensa-umana,un umana videda como un individua; un organisme con consensia simil a un umana,person,NA,persona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,person,Person,NA,NA,NA,NA
scrive,0.00111611933891393,7960,verbo transitiva arte,pone (leteras,write; author; burn (disc),skribi,escribir,écrire; graver (un disque),NA,NA,NA,NA,NA,NA,NA,NA,NA,skrive,schreiben,NA,NA,NA,ru: писать
scrive,0.00111611933891393,7960,nom,NA,writing (action,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
casa,0.0010946555054732775,1634,nom arciteta,un construida per abita umana,house,NA,casa,maison,NA,NA,NA,NA,NA,NA,NA,NA,NA,hus,Haus,NA,he: בית,NA,NA
abri,0.0010731916720326251,26,verbo nontransitiva,(un porte o contenador) deveni noncluida,open,malfermiĝi,abrirse,s'ouvrir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,öffnen,NA,he: להיפתח; להידלק,NA,NA
abri,0.0010731916720326251,26,verbo transitiva,NA,open,malfermi; malligi,abrir,ouvrir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Öffnung,abrir,he: לפתוח; להדליק,NA,NA
abri,0.0010731916720326251,26,nom,un ata de abri; un spasio o buco do on pote entra,opening,malfermo,abertura,ouverture,NA,NA,NA,NA,NA,NA,NA,NA,apertura,åbning,NA,apertura,he: פתיחה; פתח,NA,NA
ante,0.0010731916720326251,421,preposada,a - may be incomplete,in front of,antaŭ,antes de,devant,NA,Multe cosas ave un lado evidente major con cual los fasa la mundo. En otra casos,cuando,NA,NA,NA,NA,mea peto es ante mea dorso; un can dormi ante la boteca; la casa sta ante un colina,NA,før,vor,NA,לפני,NA,NA
aveni,0.0010731916720326251,817,verbo nontransitiva,(un ata) es fada,happen,NA,suceder,se produire,NA,NA,NA,NA,NA,NA,NA,NA,NA,ske,geschehen,NA,he: לקרות,NA,NA
aveni,0.0010731916720326251,817,verbo transitiva,NA,cause to happen,NA,NA,faire se produire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגרום למשהו לקרות,NA,NA
aveni,0.0010731916720326251,817,nom,NA,happening,NA,NA,événement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אירוע,NA,NA
sempre,0.0010731916720326251,8050,averbo filosofia,per tota tempo futur; tra tota la tempo pertinente; a tota veses,always,ĉiam,siempre,toujours,NA,NA,NA,NA,NA,NA,NA,NA,NA,altid,immer,NA,NA,NA,ru: всё время
si,0.0010731916720326251,8163,sujunta,con la constrinje ce; con la suposa ce; en la situa ipotesal ce; sempre cuando,if,se,si,si,NA,:: When _if_ means _whether_,NA,NA,NA,NA,NA,NA,NA,hvis,wenn,NA,NA,NA,ru: если
si,0.0010731916720326251,8165,esclama,donante un responde positiva,yes,jes; ... ĉu?,sí,oui,NA,En `tu labora en la scola,no,NA,NA,NA,NA,NA,NA,ja,NA,NA,NA,NA,ru: да
si,0.0010731916720326251,8166,nom musica,la nota sete de la scala de C major,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mori,0.0010517278385919725,5728,verbo nontransitiva,NA,die,NA,morir(se),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dø,sterben,NA,NA,NA,NA
mori,0.0010517278385919725,5728,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mori,0.0010517278385919725,5728,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rus,0.0010517278385919725,7748,nom siensa-umana,un ata intendeda per engana algun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
semana,0.0010517278385919725,8024,nom,un periodo de sete dias; esta periodo calculada entre medianotes a fini de saturdis o soldis,week,semajno,semana,semaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,uge,Woche,NA,NA,NA,NA
ancora,9.87336338270015e-4,352,averbo,asta e incluinte la presente o un tempo spesifada,still (ongoing); even (more,NA,todavía,encore,NA,NA,NA,NA,NA,NA,NA,NA,inda,stadigvæk,noch,NA,he: עדיין,NA,NA
nom,9.87336338270015e-4,6033,nom linguistica,un parola o grupo de parolas cual identifia unica un person,name,nomo; sustantivo,nombre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,navn,Name,NA,NA,NA,NA
perce,9.87336338270015e-4,6706,averbo,per cual razona o intende; par cual causa,why,NA,por qué (pregunta),NA,NA,`Perce` es sempre un demanda. No usa lo per dise `car`. :: `Perce` is always a question. For _because_,NA,NA,NA,NA,NA,NA,NA,hvorfor,warum,NA,NA,NA,NA
brasilera,9.658725048293626e-4,1258,ajetivo,NA,Brazilian,NA,brasileño,brésilien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ברזילאי,NA,NA
brasilera,9.658725048293626e-4,1258,nom demonim,NA,Brazilian,NA,brasileño,Brésilien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ברזילאי,NA,NA
cor,9.658725048293626e-4,2147,nom anatomia,la organo cual pompi sangue tra la sistem de sirculo; la parte sentral o la plu interna de alga cosa; la parte esensal de alga cosa; la parte interna de un noza o seme,heart (including cards),NA,corazón,cœur,NA,NA,NA,NA,NA,NA,♥,NA,NA,hjerte,Herz,NA,he: לב; ליבה,NA,NA
deveni,9.4440867138871e-4,2641,verbo liante,comensa es; cambia se a,become,NA,hacerse,devenir,NA,NA,NA,NA,NA,NA,NA,me deveni vea; la eruga ia deveni un papilio,NA,blive,werden,NA,he: להפוך ל,NA,NA
vera,9.4440867138871e-4,9580,ajetivo filosofia,acordante con fatos o realia,true,vera,real,vrai,NA,NA,NA,NA,NA,NA,NA,NA,NA,rigtig,wahr,NA,NA,NA,NA
vera,9.4440867138871e-4,9580,averbo,NA,very,vere,enteramente,vraiment,NA,NA,NA,NA,NA,NA,NA,NA,NA,helt,ganz,NA,NA,NA,NA
vera,9.4440867138871e-4,9580,esclama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vera,9.4440867138871e-4,9580,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pais,9.229448379480575e-4,6406,nom governa,un parte de la Tera,country,NA,país,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,land (nation),Land,NA,NA,NA,NA
prima,9.229448379480575e-4,7195,ajetivo filosofia,veni o aveni ante tota otras en tempo o ordina,first,unua,primero,premier,NA,NA,NA,NA,NA,NA,NA,NA,NA,første,erste,NA,NA,NA,ru: первый
prima,9.229448379480575e-4,7195,averbo,NA,firstly,unue,primero,en premier lieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,erste,NA,NA,NA,ru: во-первых
prima,9.229448379480575e-4,7195,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
demanda,9.014810045074051e-4,2564,verbo transitiva,dise (parolas) a algun per oteni informa,ask,NA,preguntar (por),demander,NA,`Demanda de algun` es plu cortes ca `demanda a algun`,NA,NA,NA,NA,NA,me demanda a tu do tu abita; el va demanda ce nos aida,NA,spørge,fragen,NA,he: לשאול,NA,NA
demanda,9.014810045074051e-4,2564,nom,NA,question,NA,pregunta,question,NA,NA,NA,NA,NA,NA,NA,NA,NA,spørgsmål,Frage,NA,he: שאלה,NA,NA
leje,9.014810045074051e-4,4909,verbo transitiva,regarda,read,NA,leer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,læse,lesen,NA,NA,NA,NA
leje,9.014810045074051e-4,4909,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mesma,9.014810045074051e-4,5470,ajetivo prenomal,no diferente; no cambiada,same,NA,mismo,NA,NA,`Mesma` es tipal presededa par `la`,NA,NA,NA,NA,NA,NA,NA,samme,selbe,NA,NA,NA,NA
mesma,9.014810045074051e-4,5470,averbo,no otra ca (la presedente),-self (emphasising the preceding noun or pronoun),NA,NA,NA,NA,La averbo `mesma` asentua forte la nom o pronom cual presede direta lo.,NA,NA,NA,NA,NA,NA,NA,selv,selbst,NA,NA,NA,NA
acua,8.800171710667525e-4,72,nom,la licuida cual formi la mares,water,akvo,agua,eau,NA,NA,NA,NA,NA,NA,NA,NA,agua,vand,Wasser,auga,מים,ilma,ru: вода
bevi,8.800171710667525e-4,1060,verbo transitiva cosini,prende (un licuida) en la boca e engoli lo,drink,NA,beber,boire,NA,NA,NA,NA,NA,NA,NA,NA,NA,drikke,trinken,NA,he: לשתות,NA,NA
olimpial,8.800171710667525e-4,6150,ajetivo,pertinente a la loca antica Olimpia o la Juas Olimpial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
por,8.800171710667525e-4,7055,nom cimica,un abri pico en un surfas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sude,8.800171710667525e-4,8643,ajetivo tera,(un loca o parte de loca) situada en la dirije oposada de norde; (un person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sude,8.800171710667525e-4,8643,nom,NA,south,sudo,sur,sud,NA,NA,NA,NA,NA,NA,NA,NA,NA,syd,Süd,NA,NA,NA,NA
media,8.585533376261e-4,5375,ajetivo matematica,a distantia egal de ambos estremas; (un membro de un grupo o serie) con la mesma cuantia de otra membros a cada lado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
media,8.585533376261e-4,5375,nom,NA,middle,NA,medio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitte,NA,NA,NA,NA
media,8.585533376261e-4,5376,nom informatica,un ata o sistem par cual on ateni un resulta o comunica un mesaje,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,midte,NA,NA,NA,NA,NA
nova,8.585533376261e-4,6059,ajetivo,cual no ia esiste a ante; cual veni de ariva; resente fada,new,NA,nuevo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ny,neu,NA,NA,NA,NA
nova,8.585533376261e-4,6059,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nova,8.585533376261e-4,6060,nom astronomia,un stela cual mostra un crese grande e subita de brilia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pasea,8.585533376261e-4,6593,verbo nontransitiva,move usante sua pedes,walk,NA,andar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gå,gehen (zu Fuss),NA,NA,NA,NA
pasea,8.585533376261e-4,6593,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pasea,8.585533376261e-4,6593,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peti,8.585533376261e-4,6780,ajetivo,min grande ca normal o comun; no multe en cuantia,small,NA,pequeño,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lille,klein,NA,NA,NA,NA
peti,8.585533376261e-4,6780,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peti,8.585533376261e-4,6780,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peti,8.585533376261e-4,6780,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tempo,8.585533376261e-4,8893,nom,la progresa continuante de esiste e avenis en la pasada,time (concept,NA,tiempo,temps,NA,NA,ves,NA,NA,NA,NA,NA,NA,tid,Zeit,NA,NA,NA,NA
xico,8.585533376261e-4,9801,nom,un enfante mas; (nonformal) un om,boy; (colloquial) guy,knabo; ulo,muchacho,garçon,NA,NA,NA,NA,NA,NA,NA,NA,NA,dreng,Junge,NA,NA,NA,ru: мальчик
aprende,8.370895041854475e-4,504,verbo transitiva,gania sabes o capasias en (alga campo) par studia o esperia,learn,NA,aprender,apprendre,NA,NA,NA,NA,NA,NA,NA,NA,NA,lære,lernen,NA,he: ללמוד,NA,NA
entre,8.370895041854475e-4,3159,preposada,a - may be incomplete,between,inter,entre,entre,NA,NA,NA,NA,NA,NA,NA,viaja entre Paris e Madrid; comunica entre comunias; tu es entre amis; entre la geras mundal,NA,mellem,zwischen,NA,NA,NA,NA
nunca,8.370895041854475e-4,6084,averbo,a no tempo en la pasada o futur; a no ves; tota no,never,NA,nunca,jamais,NA,NA,NA,NA,NA,NA,NA,NA,nunca,aldrig,nie,NA,NA,NA,NA
cuasi,8.15625670744795e-4,2402,averbo,no multe min ca; a grado noncompleta ma sin multe mancas; nonesata ma sin difere major,almost,NA,casi,presque,NA,NA,NA,NA,NA,NA,NA,NA,NA,næsten,fast,NA,he: כמעט,NA,NA
dona,8.15625670744795e-4,2827,verbo transitiva,move libre (un cosa cual on posese) a la posese de un otra person,give,NA,entregar,donner,NA,NA,NA,NA,NA,NA,NA,NA,NA,give,geben,NA,he: לתת,NA,NA
dona,8.15625670744795e-4,2827,nom,NA,contribution,NA,NA,don,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נתינה,NA,NA
ja,8.15625670744795e-4,4645,averbo,ante aora o la tempo pertinente,already,NA,ya,NA,NA,:: In addition to its use as a simple equivalent of _already_,NA,NA,NA,NA,NA,NA,NA,allerede,schon,NA,NA,NA,NA
sirca,8.15625670744795e-4,8296,preposada,locada o situada a tota lados de; movente longo un via sirculo en relata a - may be incomplete,around,ĉirkaŭ,acerca de,autour de,NA,NA,NA,NA,NA,NA,NA,nos ia senta sirca la foco; edera crese sirca la tronco; me viaja sirca la mundo,NA,omkring,um,NA,NA,NA,вокруг
usada,8.15625670744795e-4,9464,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aida,7.941618373041425e-4,166,verbo transitiva,fasili la taxe de (algun) par partisipa en lo; fa ce (un situa o problem) deveni plu bon,help,helpi,ayudar,aider,NA,NA,NA,NA,NA,NA,NA,NA,aidar,hjælpe,helfen,axudar,he: לעזור,NA,NA
aida,7.941618373041425e-4,166,esclama,NA,help,NA,NA,à l'aide ! au secours !,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: !הצילו! עזרה,NA,NA
aida,7.941618373041425e-4,166,nom,NA,help,helpo,NA,aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עזרה,NA,NA
ance,7.941618373041425e-4,345,averbo,en ajunta,also,NA,también,aussi,NA,NA,NA,NA,NA,NA,NA,NA,tamién,også,auch,NA,he: גם,NA,NA
comprende,7.941618373041425e-4,1984,verbo transitiva,persepi la sinifia intendeda de (un testo o person); persepi la sinifia,understand,NA,entender,comprendre,NA,NA,NA,NA,NA,NA,NA,NA,NA,forstå,verstehen,NA,he: להבין,NA,NA
comprende,7.941618373041425e-4,1984,nom,NA,understanding,NA,NA,compréhension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הבנה,NA,NA
mostra,7.941618373041425e-4,5761,verbo transitiva,permete o fa ce (alga cosa) es vidable; ofre,show,NA,mostrar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vise,zeigen,NA,NA,NA,NA
mostra,7.941618373041425e-4,5761,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
an,7.7269800386349e-4,319,averbo,asentuante lo cual segue direta,even,eĉ,incluso,même,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,selbst,NA,he: אפילו,NA,NA
oji,7.7269800386349e-4,6137,averbo,en esta dia presente,today,NA,hoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i dag,heute,NA,NA,NA,NA
oji,7.7269800386349e-4,6137,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
studia,7.7269800386349e-4,8607,verbo transitiva filosofia,usa sua tempo e atende per aprende (un sujeto),study; pore over,studi,estudiar,étudier,NA,NA,NA,NA,NA,NA,NA,NA,NA,studere,studieren,NA,NA,NA,ru: учиться
studia,7.7269800386349e-4,8607,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conose,7.512341704228376e-4,2048,verbo transitiva,sabe ce on ia esperia ja (un cosa o loca); es consensa de (algun) pos interelata con el,know (person,NA,conocer,connaître,NA,NA,sabe,NA,NA,NA,NA,me conose tua sore; tu conose Roma?; el conose la problem ma no sabe la detalias,NA,kennen,NA,NA,he: להכיר,NA,NA
conose,7.512341704228376e-4,2048,nom,NA,knowledge (of person,NA,conocimiento,connaissance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: היכרות,NA,NA
enfantes,7.512341704228376e-4,3123,nom plural,NA,children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rio,7.512341704228376e-4,7643,nom tera,un corente grande e natural de acua,river,rivero,río,fleuve,NA,NA,NA,NA,NA,NA,NA,NA,NA,flod,Fluss,NA,NA,NA,ru: река
esperanto,7.29770336982185e-4,3308,ajetivo linguistica,un lingua creada par Ludwik L Zamenhof en 1887 per comunica internasional,Esperanto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esperanto,7.29770336982185e-4,3308,nom,NA,Esperanto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
