word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
plural,nom,NA,plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
abracadabra,esclama,diseda par un majiste en fa un truco,abracadabra,NA,abracadabra,abracadabra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אברקדברה,NA,NA
creditor,nom,NA,creditor,NA,NA,créancier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נושה,NA,NA
spiral,ajetivo matematica,enrolante en un curva continuante e gradal estendente (o stretinte),spiral,spirala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f,simbol,la letera ses de la alfabeta roman; la nota cuatro de la scala diatonica de C major,f,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pen,nom util,un strumento de metal,pen,NA,pluma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pen,Feder,NA,NA,NA,NA
vertigo,nom medica,la sensa de jira e perde la ecuilibra,vertigo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,nom jeografial,un masa de tera en la emisfera ueste,America,NA,NA,Amérique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יבשת אמריקה,NA,NA
area,nom,la grandia de un surfas o peso de tera; un parte de un site,area,NA,area,superficie,NA,NA,NA,NA,NA,NA,NA,NA,NA,område,Gegend,NA,he: איזור,NA,NA
tsunami,nom tera,un onda alta e longa en la mar,tsunami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erode,verbo transitiva tera,(venta,erode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pedal,nom util,un lever operada par un pede,pedal,NA,pedal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pedal,Pedal,NA,NA,NA,NA
de-,prefisa tecnical,de,de-,NA,NA,dé-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(קידומת טכנית) מ-,NA,ru: (приставка соответствующая русским) от
-an,sufisa nom,nominte un abitor o lingua de un rejion spesifada,-an,NA,NA,-ain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (סיומת) אדם ששייך לעם או דובר השפה,NA,NA
andromeda,nom planta,un arboreta perene en familia de erica,andromeda,NA,NA,andromède,NA,NA,NA,NA,Andromeda,NA,NA,NA,NA,NA,NA,NA,he: אנדרומדה (צמח),NA,NA
canton,nom,NA,canton,NA,NA,canton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קנטון,NA,NA
begonia,nom planta,un planta erbin de climas calda,begonia,NA,NA,bégonia,NA,NA,NA,NA,Begonia,NA,NA,NA,NA,NA,NA,NA,he: בגוניה (צמח),NA,NA
minor,ajetivo,min importante o grave; (un person con la mesma nom como un otra) la plu joven,minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motor,nom util,un macina cual furni la potia per move un veculo o per opera un otra macina con partes movente,motor,NA,motor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motor,Motor,NA,NA,NA,NA
major,nom,NA,major (officer),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,nom jeografial,un pais en Africa este a ueste de la Mar Indian,Tanzania,NA,NA,NA,Dodoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
icon,nom relijio informatica,un depinta santa; un person o ojeto adorada; un imaje peti cual representa un program o util,icon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
disturbable,ajetivo,NA,disturbable,NA,NA,perturbable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שניתן להפרעה,NA,NA
d,simbol,la letera cuatro de la alfabeta roman; la nota du de la scala diatonica de C major,d,NA,d,d (lettre de l'alphabet),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: האות הרביעית באלפבית הלטיני,NA,NA
diagonal,ajetivo matematica,(un linia) reta e apoiada,diagonal,NA,diagonal,diagonal,NA,NA,NA,NA,NA,NA,NA,NA,NA,diagonal,diagonal,NA,he: אלכסוני,NA,NA
dia-,prefisa tecnical,tra,dia-,NA,NA,dia-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) דרך,NA,NA
Australia,nom jeografial,un continente,Australia,NA,NA,Australie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אוסטרליה,NA,NA
axiom,nom filosofia matematica,un declara o proposa cual on regarda como bon fundida,axiom,NA,NA,axiome,NA,NA,NA,de elinica axios (meritosa),NA,NA,NA,NA,NA,NA,NA,NA,he: אקסיומה,NA,NA
fornix,nom anatomia medica,un strutur voltin o arcin en la corpo,fornix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
halal,ajetivo cosini,pertinente a carne preparada en la modo prescriveda par lege muslim,halal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gaza,nom jeografial,un teritorio de Filastin,Gaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afro,nom,NA,afro,afrika hararanĝo,NA,afro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אפרו,NA,NA
dental,ajetivo,NA,dental,NA,NA,dentaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שיני,NA,NA
Costa Rica,nom jeografial,un pais en America Sentral con costas a la Mar Pasifica e la Mar Caribe,Costa Rica,NA,NA,Costa Rica,San José,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוסטה ריקה,NA,NA
sofa,nom arciteta,un seja longa e tapetida con un dorso,sofa,sofo,sofá,sofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sofa,NA,NA,NA,ru: софа
bistro,nom arciteta,un restorante peti,bistro,NA,NA,bistro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ביסטרו,NA,NA
desirable,nom,NA,desirable feature,NA,NA,aménagement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נוחיות,NA,NA
real,ajetivo filosofia,vera esistente como un cosa,real,reala,real,réel,NA,NA,NA,NA,NA,NA,NA,NA,NA,rigtig,wirklich,NA,NA,NA,NA
Carolina,nom jeografial,NA,Carolina,NA,NA,Caroline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרוליינה,NA,NA
inguinal,ajetivo,NA,inguinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cartel,nom governa,un asosia de produores o furnores ci intende manteni custas a nivel alta per restrinje competores,cartel,NA,NA,cartel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרטל,NA,NA
adobe,nom tera,un spesie de arjila usada per crea brices cual on seci su sol,adobe,adobo,NA,pisé (matériau argileux),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לבנת חימר,NA,NA
i,esclama,espresante un teme subita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bastion,nom,un parte protendente de un fortres,bastion,NA,NA,bastion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בסטיון,NA,NA
areal,ajetivo,NA,areal,NA,NA,aréal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: איזורי,NA,NA
lentil,nom planta cosini,un planta en familia de legum,lentil,NA,lenteja,NA,NA,NA,NA,NA,Lens culinaris,NA,NA,NA,NA,linse (fra plante),Linse (aus Pflanze),NA,NA,NA,NA
crampon,nom util,un protende o spina peti,crampon,NA,NA,crampons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרמפון,NA,NA
drape,verbo nontransitiva veste,ordina (stofa o vestes) en modo laxe o casual sur o sirca un cosa o person,drape,NA,NA,draper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לכסות,NA,NA
Bahamas,nom plural jeografial,un pais de multe isolas a sude-este de Florida e a norde-este de Cuba,Bahamas,NA,Bahamas,Bahamas,Nassau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: איי בהאמה,NA,NA
corgi,nom mamal,un can de raza con gamas corta e testa volpin,corgi,NA,NA,corgi (chien),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קורגי (כלב),NA,NA
b,simbol,la letera du de la alfabeta roman; la nota sete de la scala diatonica de C major,b,NA,b,b (lettre de l'alphabet),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: האות השנייה באלפבית הלטיני,NA,NA
trauma,verbo transitiva medica,(un aveni xocante o feri fisical) fa ce (un person) sufri de dole mental; (en medica) causa feri fisical a (un texeda),traumatize|is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labrador,nom jeografial,un rejion norde-este de Canada,Labrador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cardigan,nom veste,un sueter abrida a la fronte,cardigan,NA,NA,cardigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרדיגן,NA,NA
adonis,nom,un om joven bela,adonis,NA,NA,adonis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אדוניס,NA,NA
paper,nom util,la materia fabricada en folias magra de la pulpa de lenio o otra materias fibrosa,paper,NA,papel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,papir,Papier,NA,NA,NA,NA
frugal,ajetivo mone,cauta en spende mone o usa comedas o otra benes,frugal,NA,frugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sparsommelig,sparsam,NA,NA,NA,NA
badminton,nom sporte,un jua o sporte con racetas en cual un volante es colpada de asi a ala supra un rede,badminton,NA,bádminton,badminton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בדמינגטון,NA,NA
England,nom jeografial,un pais de Europa cual formi la parte la plu grande e la plu sude de Britan,England,NA,NA,NA,London,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diaspora,nom siensa-umana,un sperde de un popla de sua loca orijinal a tra la mundo,diaspora,NA,NA,diaspora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פזורה,NA,NA
ana-,prefisa tecnical cimica biolojia,a supra,ana-,NA,NA,ana-,NA,NA,NA,de elinica ana- (a supra),NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) שוב,NA,NA
i,simbol,la letera nove de la alfabeta roman,i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
veteran,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
endoplasma,nom biolojia,la strato la plu interna de la sitoplasma de selulas amebin,endoplasma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amnesia,nom medica siensa-umana,un perde partal o completa de memoria,amnesia,NA,NA,amnésie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אמנזיה,NA,NA
scoria,nom tera,un forma de lava simil a sene,scoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
probable,averbo,NA,probably,verŝajne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
virus,nom biolojia medica informatica,un organisme infetante,virus,NA,virus,virus,NA,NA,NA,NA,NA,NA,NA,NA,NA,virus,Virus,NA,NA,NA,NA
pedestal,nom arciteta,la funda par cual un sculta,pedestal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bio-,prefisa tecnical,vive e organismes,bio-,NA,NA,bio- (relatif au vivant),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) ביו-,NA,NA
oval,ajetivo matematica,con forma ronda e cuasi longida,oval,NA,óvalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oval,Oval,NA,NA,NA,NA
catamaran,nom,un iate o otra barcon con du cascos paralel,catamaran,NA,NA,catamaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קטמרן,NA,NA
neutrino,nom fisica,un particula suatomal e neutra,neutrino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zero,pronom,NA,none,neniu,NA,NA,NA,NA,NA,NA,NA,NA,NA,zero de la pacetas ia ariva,NA,NA,NA,NA,NA,NA,NA
dimensional,ajetivo,NA,dimensional,NA,NA,dimensionnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ממדי,NA,NA
major,ajetivo,multe importante,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cardiovascular,ajetivo medica,pertinente a la cor e dutos sangual,cardiovascular,NA,NA,cardiovasculaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור ללב וכלי הדם,NA,NA
pneumonia,nom medica,un inflama de la pulmon causada par un infeta par baterias o viruses,pneumonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
empanada,nom,un comeda de pasta plenida con carne,empanada,NA,empanada,empanada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אמפנדה (מאכל),NA,NA
adenoidal,ajetivo,NA,adenoidal,adenoida,adenoideo,adénoïde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור לפוליפ,NA,NA
endometrial,ajetivo,NA,endometrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ideal,nom,NA,ideal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
minor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aria,nom musica,(en un opera) un canta longa e acompaniada per un vose solo,aria,ario,NA,aria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מוזיקה) אריה,NA,NA
abugida,nom linguistica,un sistem de scrive cual indica vocales par ajunta sinietas a la sinias per consonantes,abugida,abugido,abugida,alphasyllabaire,NA,NA,NA,de la leteras prima de la alfabeta Ge'ez,NA,NA,NA,NA,NA,NA,NA,NA,he: אבוגידה,NA,NA
melon,nom planta cosini,un planta en familia de zuca; la fruta grande e ronda de esta,melon,NA,calabaza,NA,NA,NA,NA,NA,Cucumis,NA,NA,NA,NA,melon,Kürbis,NA,NA,NA,NA
idiom,nom linguistica,un espresa con sinifia no deduable de sua parolas composante,idiom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nausea,nom,NA,nausea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,nom jeografial,un otra nom per Suomi,Finland,NA,NA,NA,NA,NA,Suomi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
baobab,nom planta,un arbor corta con tronco estrema spesa e frutas grande e comable,baobab,NA,NA,baobab,NA,NA,NA,NA,Adansonia,NA,NA,NA,NA,NA,NA,NA,he: באובב (עץ),NA,NA
final,nom,NA,final,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arterial,ajetivo,NA,arterial,NA,NA,artériel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עורקי,NA,NA
anterior,ajetivo anatomia,prosima a la fronte,anterior,NA,NA,antérieur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קודם,NA,NA
caron,nom,un caro lusosa,carriage,NA,NA,carrosse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כרכרה (לחתונה,NA,NA
-an,sufisa nom cimica,idrocarbono saturada,-an (saturated hydrocarbon),NA,NA,-ane (hydrocarbure saturé),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (סיומת טכנית) פחמימה רוויה,NA,NA
altar,nom relijio,un table o bloco plana,altar,NA,NA,autel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מזבח,NA,NA
Adam,nom relijio,un nom mas,Adam,Adamo,Adán,Adam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אדם (שם האדם הראשון ושם לגבר),NA,NA
feudal,ajetivo,NA,feudal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,nom jeografial,un pais sin costa en Africa este,Uganda,NA,NA,NA,Kampala,NA,luganda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
move,verbo transitiva,fa ce alga cosa cambia sua loca o posa,move,NA,mover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bewegen,NA,NA,NA,NA
formula,verbo transitiva matematica,crea (un proposa o stratejia) en modo metodosa; espresa (un idea) en modo sistemosa e esata,formulate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bustier,nom veste,un veste o vesteta abrasante la tronco superior sin bretelas,bustier,NA,NA,bustier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בוסטייה (בגד),NA,NA
clone,nom,NA,cloning (action); clone (product),NA,NA,clonage; clone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שיבוט; שכפול,NA,NA
elfin,ajetivo,NA,elfin,NA,NA,elfique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שדוני,NA,NA
dragon,nom mitolojia,un monstro mital cual pare como un retil jigante,dragon,NA,dragón,dragon,NA,NA,NA,NA,NA,NA,NA,NA,NA,drage,Drache,NA,he: דרקון,NA,NA
debatable,ajetivo,NA,debatable,NA,NA,dont on peut débattre|discuter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נתון לוויכוח,NA,NA
tropical,ajetivo,NA,tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mineral,ajetivo cimica,(un materia) solida,mineral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barbuda,nom jeografial,un de la du isolas major de la pais Antigua e Barbuda,Barbuda,NA,NA,Barbuda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ברבודה (אי),NA,NA
afro,ajetivo veste,con capeles cual sembla un nube ronda de risas,afro,NA,NA,affro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אפרו,NA,NA
sol,ajetivo musica,un tipo de musica cual combina aspetas de ritmo e blus e gospel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vena cava,nom,NA,vena cava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
domino,nom sporte,cada de 28 pesos peti e retangulo,domino,NA,NA,domino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (אבן) דומינו,NA,NA
Eden,nom relijio mitolojia,(en alga relijios) la loca do la umanas prima ia abita; (metafor) un loca o state de felisia grande,Eden,NA,NA,Éden; éden (sens métaphorique),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גן עדן,NA,NA
ventral,ajetivo,NA,ventral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
camel,nom mamal,un mamal e ungulato grande de zonas seca,camel,NA,NA,chameau,NA,NA,NA,NA,Camelus,NA,NA,NA,NA,NA,NA,NA,he: גמל,NA,NA
cretin,nom,NA,cretin,NA,NA,crétin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: טיפש,NA,NA
radar,nom fisica util,un sistem per deteta la presentia,radar,NA,radar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monolingual,ajetivo linguistica,capas de parla fluente sola un lingua; (un testo o ata) scriveda o fada en sola un lingua,monolingual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
safari,nom,un mision per oserva o xasa animales en sua abita natural,safari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
macaroni,nom cosini,un pasta con forma de tubos streta,macaroni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coral,nom biolojia,la materia dur secreteda par alga cnidarios de mar como un sceleto esterna,coral,NA,NA,corail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אלמוג,NA,NA
multiple,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beringia,nom jeografial,NA,Beringia,NA,NA,Béringie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ברינגיה (האיזור סביב מיצר ברינג),NA,NA
u,nom,NA,Wu (language),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
real,nom mone,un person real; la unia de mone en Brasil,royal; real (currency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cascades,nom plural,NA,cascades,NA,NA,chutes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מפלי מים,NA,NA
caviar,nom cosini,la ovos de la sturion o otra pex grande,caviar,NA,NA,caviar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוויאר,NA,NA
decagon,ajetivo matematica,(un forma plana) con des lados reta e des angulos,decagonal,NA,NA,décagonal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,בעל עשר צלעות,NA,ru: декагональный
colon,nom anatomia,la parte major de la intestin spesa,colon,NA,NA,côlon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: המעי הגס,NA,NA
crico-,prefisa tecnical anatomia medica,con forma de anelo,crico-,NA,NA,crico-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) דמוי טבעת,NA,NA
contra-,prefisa tecnical,contra,contra-,NA,NA,contra-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) נגד,NA,NA
federal,ajetivo,NA,federal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabia,nom jeografial,un penisola en Asia sude-ueste,Arabia,NA,NA,Arabie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חצי האי ערב,NA,NA
bonsai,nom planta arte,un arbor o arboreta ornal,bonsai,NA,NA,bonzaï,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בונסאי,NA,NA
florin,nom,NA,florin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ego,nom siensa-umana filosofia,la senti de respeta o importa cual un person ave en relata a se; (en psicoanalise) la parte de la mente cual razona e deside; (en filosofia) un sujeto consensa e pensante,ego,NA,NA,moi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אגו,NA,NA
Andes,nom plural jeografial,un cadena de montes en America Sude,Andes,NA,Andes,Andes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הרי האנדים,NA,NA
gorgonzola,nom cosini,un ceso mol e forte de Italia,gorgonzola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-able,sufisa ajetivo,ajuntada a un verbo transitiva per formi un ajetivo descrivente un person o cosa a cual on pote fa la ata,-able,-ebla,-able,-able,NA,NA,NA,NA,NA,NA,NA,comable; lejable; lodable; notable; vidable,NA,NA,NA,NA,he: (סיומת) ניתן ל,NA,NA
penis,nom anatomia,la organo mas de reprodui en vertebratos alta,penis,NA,pene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,penis,Penis,NA,NA,NA,NA
debate,verbo transitiva filosofia,discute formal (un sujeto spesifada) en un asembla publica,debate,NA,NA,débattre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,לדון,NA,ru: дискуссировать
bifocal,nom,NA,bifocals,NA,NA,double foyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משקפיים דו-מוקדיים,NA,NA
implode,verbo nontransitiva fisica,colasa violente a en se,implode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bus,nom veculo,un veculo grande per transporta pasajores par stradas e vias,bus,NA,autobús,bus,NA,NA,NA,NA,NA,NA,NA,NA,NA,bus,Bus,autobús,he: אוטובוס,NA,NA
bison,nom mamal,un bove grande,bison,NA,NA,bison,NA,NA,NA,NA,Bison,NA,NA,NA,NA,NA,NA,NA,he: ביזון,NA,NA
o,conjunta,juntante du espresas o frases cual es membros alternativa de un lista o grupo,or,NA,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eller,oder,NA,NA,NA,NA
tupelo,nom planta,un arbor de rejiones umida e pantanosa en Asia e America Norde,tupelo,NA,NA,NA,NA,NA,NA,NA,Nyssa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
simple,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moral,ajetivo filosofia,pertinente a la prinsipes de bon e mal condui,moral,NA,moral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moralsk,moralisch,NA,NA,NA,NA
gnomon,nom util matematica,la parte vertical de un orolojo de sol,gnomon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zebra,nom mamal,un cavalo savaje african con raios negra e blanca,zebra,zebro,cebra,NA,NA,NA,NA,NA,Equus zebra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,nom jeografial,un teritorio ultramar de Britan,Bermuda,NA,NA,Bermudes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: איי ברמודה,NA,NA
u,ajetivo,pertinente a la dialeto de xines parlada en la provinses Jiangsu e Zhejiang e la site Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
