word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru,word_id,sim
forma,nom,la aspeta de la contorno de un cosa en du o tre dimensiones; la posa de la partes de un cosa; la fortia e sania de la corpo de un person; la regulas de condui en sosia cortes,form,NA,forma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,form,Form,NA,NA,NA,NA,3703,2
bal,nom sporte,un sfera o oval,ball,NA,balón,ballon,NA,NA,NA,NA,NA,NA,NA,NA,NA,bold,Ball,bóla,he: כדור,NA,NA,879,2
bloco,nom arciteta,un peso de materia grande,block,NA,bloque,bloc,NA,NA,NA,NA,NA,NA,NA,NA,NA,blok,Block,NA,he: גוש,NA,NA,1164,2
curva,nom,NA,curve,NA,curva,courbe,NA,NA,NA,NA,NA,NA,NA,NA,NA,kurve,Kurve,NA,he: עקומה,NA,NA,2478,2
ses,ajetivo,NA,sixth (ordinal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8133,2
strutur,nom arciteta,la ordina de e relatas entre partes o elementos de un cosa complicada; un construida rijida cual suporta o enclui alga cosa como un fenetra,structure,strukturo,estructura,structure,NA,NA,NA,NA,NA,NA,NA,NA,NA,struktur,Struktur,NA,NA,NA,NA,8605,2
sesamo,nom planta cosini,un planta alta de zonas tropical e sutropical de Africa e Asia,sesame (plant,sezamo,sésamo,sésame,NA,NA,NA,NA,Sesamum,NA,NA,NA,NA,sesamfrø,Sesam,NA,NA,NA,NA,8135,2
un,determinante,indicante persones o cosas no ja notada o conoseda,a,NA,un,un,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,ein,NA,NA,NA,ru: один,9407,2
stofa,nom veste,cualce materia produida par texe o tricota fibres,fabric,NA,paño,tissu,NA,NA,tela,NA,NA,NA,NA,NA,NA,klæde,Stoff,NA,NA,NA,ru: ткань,8568,2
capitol,nom arte,un divide major de un libro,chapter,NA,capítulo,chapitre,NA,NA,NA,NA,NA,NA,NA,NA,NA,kapitel,Kapitel,NA,he: פרק,NA,NA,1528,2
moda,nom veste cosini linguistica informatica,un tende popular,fashion,NA,moda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mode,Mode,NA,NA,NA,NA,5642,2
basebal,nom sporte,un sporte con du ecipos de nove juores en cual on colpa un bal peti con un baston e core sirca un diamante de bases,baseball,NA,béisbol,baseball,NA,NA,NA,NA,NA,NA,NA,NA,NA,baseball,Baseball,NA,he: בייסבול,NA,NA,967,2
vale,nom tera,un rejion de tera basa entre colinas o montes,valley,valo,valle,vallée,NA,NA,NA,NA,NA,NA,NA,NA,NA,dal,Tal,NA,NA,NA,ru: долина,9502,2
talento,nom arte sporte,un capasia natural,talent,NA,talento,talent,NA,NA,NA,NA,NA,NA,NA,NA,NA,dygtighed,Talent,NA,NA,NA,NA,8762,2
laica,ajetivo,sin la cualis nesesada per parteni a un grupo profesal o relijial,lay,laika,laico,laic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,laie,NA,NA,NA,NA,4827,2
laica,nom,NA,layperson,NA,lego,laïc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laie,NA,NA,NA,NA,4827,2
Sra,corti,Seniora,Mrs,S-ino,Sra.,Mme.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fr.,Frau,NA,NA,NA,NA,8507,2
bomba,nom cimica util,un contenador plen de materia esplodente e ensendente,bomb,NA,bomba,bombe,NA,NA,NA,NA,NA,NA,NA,NA,NA,bombe,Bombe,NA,he: פצצה,NA,NA,1204,2
resta,verbo nontransitiva,continua esiste,remain,resti,permanecer,rester,NA,NA,NA,NA,NA,NA,NA,alga de la torta resta; tu resta mea ami; lo resta usosa,NA,stå,bleiben,NA,NA,NA,NA,7574,2
profesor,nom governa,un mestre o ensenior con un diploma avansada,professor,profesoro,profesor,professeur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professor,NA,NA,NA,ru: профессор,7229,2
jinsen,nom planta,un planta nativa de Asia este e America Norde; un tuber de esta planta,ginseng (plant,NA,ginseng,NA,NA,NA,NA,NA,Panax,NA,NA,NA,NA,ginseng,Ginseng,NA,NA,NA,NA,4756,2
cuarzo,nom tera,un mineral dur e blanca o sin color,quartz,NA,cuarzo,quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,kvarts,Quarz,NA,he: קוורץ,NA,NA,2400,2
narval,nom mamal,un balena peti de la Mar Artica,narwhal (whale),NA,narval,narval,NA,NA,NA,NA,Monodon monoceros,NA,NA,NA,NA,NA,Narwal,NA,NA,NA,NA,5890,2
orania,ajetivo color,con color briliante rojin-jala,orange (color|ur),NA,naranja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange,orange,NA,NA,NA,NA,6241,2
un,ajetivo,NA,NA,NA,NA,NA,NA,La ajetivo `prima` es usual prefereda en loca de la usa ordinal de `un`. :: The adjective `prima` is usually preferable to the ordinal use of `un`.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9407,2
piza,nom cosini,un comeda italian,pizza,NA,pizza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pizza,Pizza,NA,NA,NA,NA,6890,2
soldato,nom governa,un person ci servi en un armada,soldier,soldato,soldado,soldat,NA,NA,NA,NA,NA,NA,NA,NA,NA,soldat,Soldat,NA,NA,NA,ru: солдат,8392,2
sandal,nom veste,un sapato lejera de cual sua planta es liada a sua pede par bandas,sandal,sandalo,sandalia,sandale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandale,NA,NA,NA,ru: сандалия,7832,2
milion,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5565,2
alo,esclama,salutante algun o revelante sua presentia,hello,NA,hola,salut,NA,NA,NA,NA,NA,NA,NA,NA,hola,hallo,hallo,NA,he: שלום,NA,NA,212,2
saco,nom util,un contenador de material flexable,bag,sako,saco,sac,NA,NA,NA,NA,NA,NA,NA,NA,NA,sæk,Sack,NA,NA,NA,NA,7769,2
ses,determinante matematica,la numero entre sinco e sete,six,ses,seis,six,NA,NA,NA,NA,NA,NA,NA,NA,NA,seks,sechs,NA,NA,NA,NA,8133,2
posta,verbo transitiva governa,envia (notas,post,enpoŝtigi; afiŝi (rete),enviar por correo,envoyer par la poste,NA,NA,NA,NA,NA,NA,NA,NA,NA,sende,abschicken,NA,NA,NA,NA,7133,2
cristal,nom,NA,crystal,NA,cristal,cristal,NA,NA,NA,NA,NA,NA,NA,NA,NA,krystal,Kristall,NA,he: גביש,NA,NA,2336,2
resta,nom,NA,remainder,resto,resto,repos,NA,NA,NA,NA,NA,NA,NA,NA,NA,rest,Rest,NA,NA,NA,NA,7574,2
milion,determinante matematica,{1(~)000(~)000},(a) million,NA,millón,NA,NA,On dise `du milion`,NA,NA,NA,NA,NA,NA,NA,million,Million,NA,NA,NA,NA,5565,2
leje,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4909,2
protesta,nom,NA,protest,protesto,protesta,protestation; manifestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,protest,Protest,NA,NA,NA,NA,7286,2
categoria,nom,un clase o divide de persones o cosas par sua cualias comun; (en filosofia) cada de un grupo de clases entre cual on pote cisa distribui tota cosas,category,NA,categoría,catégorie,NA,NA,NA,NA,NA,NA,NA,NA,NA,kategori,Kategorie,NA,he: קטגוריה,NA,NA,1677,2
magnete,nom fisica,un peso de fero cual atrae otra ojetos conteninte fero,magnet,NA,imán,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,magnet,Magnet,NA,NA,NA,NA,5170,2
jada,nom tera,un petra dur e comun verde,jade (gem),NA,jade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4649,2
posta,nom,NA,post,poŝto,correo,courrier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post,NA,NA,NA,ru: почта (письма и т.п.),7133,2
tigre,nom mamal,un gato multe grande,tiger,NA,tigre,tigre,NA,NA,NA,NA,Panthera tigris,NA,NA,NA,NA,tiger,Tiger,NA,NA,NA,NA,8994,2
protesta,verbo transitiva governa,espresa publica un oposa forte a (un politica de la autoriosas),protest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7286,2
norde,ajetivo tera,(un loca o parte de loca) situada en la dirije indicada par la ago de un busola; (un person o venta) veninte de esta dirije,north,NA,NA,NA,NA,Un parola como `norde` o `sude` ave un letera major cuando lo apare en la nom propre de un loca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6040,2
orania,nom,un fruta grande,orange (fruit),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appelsin,Orange,NA,NA,NA,NA,6241,2
spinax,nom planta cosini,un planta asian multe cultivada,spinach (plant,spinaco,espinaca,épinards,NA,NA,NA,NA,Spinacia oleracea,NA,NA,NA,NA,spinat,Spinat,NA,NA,NA,NA,8477,2
xef,ajetivo governa siensa-umana,la plu importante; con grado la plu alta o estende la plu grande,chief,ĉefa,jefe,principal,NA,NA,NA,NA,NA,NA,NA,NA,NA,vigtig,Haupt-,NA,NA,NA,NA,9775,2
uniforma,ajetivo governa veste,con la mesma forma o aspeta en tota casos e tempos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9418,2
oliva,nom,un fruta peti e oval con seme dur e pulpa amarga,olive (fruit),NA,oliva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olive,NA,NA,NA,NA,6155,2
elmo,nom veste,un xapo dur,helmet,NA,casco,casque,NA,NA,NA,NA,NA,NA,NA,NA,NA,hjelm,Helm,NA,he: קסדה,NA,NA,3026,2
falsa,ajetivo filosofia,no coreta,wrong,NA,falso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,falsk,falsch,NA,NA,NA,NA,3463,2
cristal,ajetivo cimica,composada de un agrega de atomes o moleculas simetre ordinada en tre dimensiones; (vitro) clar e refratante,crystalline,NA,NA,cristallin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גבישי,NA,NA,2336,2
des,ajetivo,NA,tenth (ordinal),NA,NA,dixième (ordinal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עשירי,NA,NA,2600,3
Burgonia,nom jeografial,un rejion en Frans este-sentral; (istorial) un duxia de la mesma rejion e,Burgundy,Burgonjo,Borgoña,Bourgogne,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bourgogne,Burgund,NA,בורגונדי (איזור בצרפת),NA,NA,1344,3
intelijente,ajetivo siensa-umana,capas de oteni e aplica la sabe; capas de comprende,intelligent,NA,inteligente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intelligent,intelligent,NA,NA,NA,NA,4454,3
carota,nom planta cosini,un planta en familia de persil,carrot (plant,NA,zanahoria,carotte,NA,NA,NA,NA,Daucus carota,NA,NA,NA,NA,gulerod,Karotte,NA,he: גֶּזר,NA,NA,1609,3
nom,nom linguistica,un parola o grupo de parolas cual identifia unica un person,name,nomo; sustantivo,nombre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,navn,Name,NA,NA,NA,NA,6033,3
plata,nom,un peso plata de metal o otra materia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6922,3
dagara,ajetivo demonim,pertinente a un popla de Gana e Burcina Faso o a sua lingua,Dagaaba (people),NA,NA,dagari (peuple),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דגאבה (עם,NA,NA,2495,3
nebla,nom tera,un nube densa de gotas peti de acua,fog,NA,niebla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tåge,Nebel,NA,NA,NA,NA,5913,3
inca,ajetivo demonim istoria,pertinente a un popla ci ia abita en la Andes sentral ante la concista espaniol en la sentenio 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4364,3
eticeta,nom veste informatica,un peso peti de paper,label,NA,etiqueta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nærke,Etikett,NA,NA,NA,NA,3385,3
steca,nom cosini,un peso spesa de carne de bove,steak,steko,bistec,bifteck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steak,NA,NA,NA,ru: бифштекс,8537,3
bon,averbo,NA,well,NA,bien,bien,NA,NA,NA,NA,NA,NA,NA,NA,NA,god,gut,NA,he: בצורה טובה,NA,NA,1209,3
ave,verbo transitiva,posese,have,NA,tener (poseer,avoir,NA,:: `Ave` does not mean _have_ as in _you have done well_ (`tu ia fa bon`) or _having eaten,NA,NA,NA,NA,NA,NA,NA,have,haben,NA,he: להיות בעל דבר או תכונה,NA,NA,815,3
portamone,nom verbo-nom,un contenador peti e pliable per mone e cartas de credito,wallet,monujo,billetero,portefeuille,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portemonee,NA,NA,NA,ru: кошелек,7096,3
nova,nom astronomia,un stela cual mostra un crese grande e subita de brilia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6060,3
jala,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4655,3
carater,nom siensa-umana,la cualias mental cual distingui un individua de otras; un person en un novela,character (including in fiction),NA,carácter,caractère,NA,NA,NA,NA,NA,NA,NA,NA,NA,karakter,Charakter,NA,he: אופי,NA,NA,1554,3
gato,nom mamal,un mamal peti,cat,NA,gato,NA,NA,NA,NA,NA,Felis catus,NA,NA,NA,NA,kat,Katze,NA,NA,NA,NA,3930,3
o,simbol,la letera 15 de la alfabeta roman,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6088,3
rola,verbo nontransitiva,move en un dirije spesifada par turna a un ves o repetente sur sua ase; (un avion) move lenta sur la tera ante enaira o pos atera; cade subita,roll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7680,3
se,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7967,3
mesura,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5483,3
stela,nom astronomia,un punto stable e luminosa en la sielo a note cual es un corpo grande,star (sun,stelo,estrella,étoile,NA,NA,NA,NA,NA,NA,*,NA,NA,stjerne,Stern,NA,NA,NA,NA,8539,3
tore,nom arciteta,un construida alta e streta,tower; rook (chess),NA,torre,(une) tour,NA,NA,NA,NA,NA,NA,NA,NA,NA,tårn,Turm,NA,NA,NA,ru: башня,9075,3
inca,nom arte,un licuida colorida usada per scrive,ink,inko,tinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blæk,Tinte,NA,NA,NA,NA,4363,3
vos,pronom,usada par un parlor per refere a la du o plu persones a ci el dirije sua parolas,you (plural),NA,vosotros,vous,NA,NA,NA,NA,NA,NA,NA,NA,NA,De,Sie,NA,NA,NA,ru: вы,9719,3
pupa,nom util biolojia,un model peti de un umana,doll,pupo,muñeca,poupée,NA,NA,NA,NA,NA,NA,NA,NA,NA,dukke,Puppe,NA,NA,NA,NA,7361,3
seda,nom veste,un fibre magra,silk,silko,seda,soie,NA,NA,NA,NA,NA,NA,NA,NA,NA,silke,Seide,NA,NA,NA,ru: шёлк,7987,3
jala,ajetivo color,con color entre verde e orania en la spetro,yellow,NA,amarillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gul,gelb,NA,NA,NA,NA,4655,3
texe,verbo transitiva veste,produi (stofa o un cosa de stofa) par pasa cordetas longa entre otra cordetas longa paralel; (un eruga,weave; spin,NA,tejer,tisser,NA,NA,NA,NA,NA,NA,NA,NA,NA,væve,weben,NA,NA,NA,NA,8980,3
jaca,nom veste,un veste lejera con mangas,coat,NA,chaqueta americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jakke,Jacke,NA,NA,NA,NA,4646,3
volcan,nom tera,un monte o colina,volcano,NA,volcán,volcan,NA,NA,NA,NA,NA,NA,NA,NA,NA,vulkan,Vulkan,NA,NA,NA,NA,9704,3
cuasi,averbo,no multe min ca; a grado noncompleta ma sin multe mancas; nonesata ma sin difere major,almost,NA,casi,presque,NA,NA,NA,NA,NA,NA,NA,NA,NA,næsten,fast,NA,he: כמעט,NA,NA,2402,3
metodo,nom filosofia relijio,un modo spesifada per fa alga cosa,method,NA,método,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,metode,Methode,NA,NA,NA,NA,5508,3
teoria,nom filosofia,un sistem de ideas intendeda per esplica alga cosa,theory,NA,teoría,théorie,NA,NA,NA,NA,NA,NA,NA,NA,NA,teori,Theorie,NA,NA,NA,NA,8920,3
luna,nom astronomia,la satelite natural de la Tera,moon,NA,luna,NA,NA,`Luna` ave un letera major en contestos astronomial,NA,NA,NA,NA,NA,NA,NA,måne,Mond,NA,NA,NA,NA,5117,3
no,determinante,zero,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,no person ia responde; el ia trova no problemes,NA,NA,kein,NA,NA,NA,NA,6023,3
jardin,nom arciteta,un area de tera,garden,NA,jardín,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,have,Garten,NA,NA,NA,NA,4663,3
texe,nom,NA,weaving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8980,3
ceso,nom cosini,un comeda fabricada par presa caliadas de lete; un masa moldida de esta,cheese,NA,queso,fromage,NA,NA,NA,NA,NA,NA,NA,NA,NA,ost,Käse,NA,he: גבינה,NA,NA,1733,3
barba,nom anatomia,un crese de capeles sur la mento e jenas de la fas de un om; un mexa simil sur la mento de alga animales,beard,NA,barba,barbe,NA,NA,NA,NA,NA,NA,NA,NA,NA,skæg,Bart,NA,he: זקן (שיער פנים),NA,NA,942,3
interna,nom,NA,inside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4464,3
lino,nom planta util veste,un planta con flores blu,flax,NA,lino,NA,NA,NA,NA,NA,Linum usitatissimum,NA,NA,NA,NA,hør,Lein,NA,NA,NA,NA,5019,3
mar,nom tera,un corpo grande de acua salin cual covre la plu de la surfas de la Tera,sea,NA,mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hav,Meer,NA,NA,NA,NA,5273,3
la,nom musica,la nota ses de la scala de C major,la (musical note),NA,la (nota musical),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4811,3
pompa,nom util,un aparato cual usa suca o presa per leva o move licuidas,pump,pumpilo,bomba,pompe,NA,NA,NA,NA,NA,NA,NA,NA,NA,pumpe,Pumpe,NA,NA,NA,ru: насос,7041,3
a,esclama,espresante ce on es surprendeda,ah,ha,ah,ah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,אה,NA,ru: ааа,3,3
comica,ajetivo arte,causante rie o diverti,comical,NA,divertido,drôle,NA,NA,NA,NA,NA,NA,NA,NA,NA,morsom,komisch,NA,he: קומי,NA,NA,1958,3
ca,sujunta,NA,than,NA,que,que,NA,NA,NA,NA,NA,NA,NA,la mundo conteni plu ca on imajina,NA,NA,NA,NA,he: מ-,NA,NA,1375,3
salada,nom cosini,un plato fria de miscas de vejetales ru o coceda,salad,salato,ensalada,salade,NA,NA,NA,NA,NA,NA,NA,NA,NA,salat,Salat,NA,NA,NA,ru: салат,7790,3
a,preposada,indicante un loca o tempo como un punto simple - may be incomplete,at,ĉe,a,à,NA,Nota la difere entre `me instrui el a comprende` (cual sinifia `me instrui el afin _el_ comprende`) e `me instrui el per comprende` (cual sinifia `me instrui el afin _me_ comprende`). :: `Me instrui tu a comprende` means that I want _you_ to understand,ante,NA,NA,NA,NA,nos senta a la table; la barco es a mar; me va parti a la fini de la semana; a 26 julio 1887; a la ora des-sinco,NA,i,bei,en (no mesmo lugar que),ב-,NA,в,2,3
bon,esclama,NA,well,NA,NA,bon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: טוב,NA,NA,1209,3
febre,nom medica,un temperatur nonormal alta de la corpo,fever,NA,fiebre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,feber,Fieber,NA,NA,NA,NA,3518,3
dur,ajetivo,no mol; solida,hard,NA,duro,dur,NA,NA,NA,NA,NA,NA,NA,NA,NA,hård,hart,NA,he: קשה (לא רך),NA,NA,2877,3
cuadro,ajetivo matematica,(un forma) con cuatro lados reta de la mesma longia e cuatro angulos reta,square,NA,NA,carré,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ריבוע,NA,NA,2382,3
taie,nom anatomia,la parte de la corpo umana su la costelas e supra la ancas; la parte de un veste cual ensirca o covre esta; (metafor) la parte en la media de un cosa como un violin,waist,NA,cintura,taille (partie du corps),NA,NA,NA,NA,NA,NA,NA,NA,NA,liv,Taille,NA,NA,NA,NA,8754,3
no,conjunta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,me vole esta,NA,NA,NA,NA,NA,NA,NA,6023,3
detalia,nom,un cualia,detail,NA,detalle,détail,NA,NA,NA,NA,NA,NA,NA,NA,NA,detalje,Detail,NA,he: פרט; פירוט,NA,NA,2627,3
cupre,nom cimica,la elemento cimical con numero atomal 29,copper,NA,cobre,cuivre,NA,NA,NA,NA,NA,NA,Cu,NA,NA,kobber,Kupfer,NA,he: נחושת,NA,NA,2459,3
oro,nom cimica arte,la elemento cimical con numero atomal 79,gold (element),NA,oro,NA,NA,NA,NA,NA,NA,NA,Au (aurum),NA,NA,guld,Gold,NA,NA,NA,NA,6284,3
no,averbo preverbal,indicante la reversa o manca de un cualia o ata,not,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,me no ia comprende; la can no es en la jardin,NA,ikke,nicht,NA,NA,NA,NA,6023,3
loda,verbo transitiva relijio siensa-umana,espresa amira o aproba de; espresa bon desiras a (un person) pos un aveni spesial; espresa respeta e grasia a (un dio o diva),praise,NA,alabar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rose,loben,NA,NA,NA,NA,5070,3
bon,ajetivo prenomal,desirada,good,NA,buen,bon,NA,NA,NA,NA,NA,NA,NA,NA,NA,god,gut,NA,he: טוב,NA,NA,1209,3
bebe,ajetivo,NA,baby,NA,NA,de bébé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תינוק; גור,NA,NA,1005,3
econometria,nom mone,la ramo de economia cual aplica metodos statistical a la studia empirical de teorias e relatas economial,econometrics,NA,econometría,économétrie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ökonometrie,NA,he: אקונומטריה,NA,NA,2915,3
museo,nom arciteta,un construida en cual on conserva e esibi ojetos de interesa istorial,museum,NA,museo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,museum,Museum,NA,NA,NA,NA,5847,3
e,conjunta,ance,and,NA,y,et (ainsi que,NA,NA,NA,NA,NA,NA,NA,NA,NA,og,und,NA,he: ו-,NA,NA,2890,3
sete,ajetivo,NA,seventh (ordinal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8149,3
tende,verbo transitiva,condui comun en un modo spesifada,tend,NA,alcanzar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8898,3
pais,nom governa,un parte de la Tera,country,NA,país,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,land (nation),Land,NA,NA,NA,NA,6406,3
rede,nom informatica governa util,un peso de materia lejera texeda,net; network,reto,red,filet; réseau,NA,NA,NA,NA,NA,NA,NA,NA,NA,net,Netz,NA,NA,NA,NA,7481,3
olio,nom cimica,un licuida viscosa derivada de petrolio,oil,NA,aceite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,olie,öl,NA,NA,NA,NA,6152,3
cafe,nom planta cosini,un bevida preparada par infusa acua con la semes rostada e moleda de un arboreta tropical; esta planta o sua semes,coffee (plant,NA,café,café,NA,NA,NA,NA,Coffea,NA,NA,NA,NA,kaffe,Kaffee,café,he: קפה (צמח,NA,NA,1401,3
con,preposada,acompaniada par (un otra person o cosa) - may be incomplete,with,kun,con,avec,NA,NA,NA,NA,NA,NA,NA,me jua tenis con mea sore; el nada con la flue,NA,med,mit,NA,עם,NA,NA,1993,3
interesa,nom,un senti de curiosia; mone periodal paiada a un taso spesifada,interest (including money),NA,interés,NA,NA,NA,NA,NA,NA,NA,NA,el ave un interesa grande a arte medieval,NA,interesse,Interesse,NA,NA,NA,NA,4459,3
interesa,verbo transitiva siensa-umana mone,stimula la curiosia o atende de (algun),interest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4459,3
Bactria,nom jeografial istoria,un pais antica en Asia sentral,Bactria (ancient region),Baktrio,Bactria,Bactriane,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bactriana,Baktrien,NA,באקטריה (איזור עתיק במרכז אסיה),NA,NA,864,3
individua,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4383,3
misca,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5613,3
presidente,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7185,3
data,nom,un dia de mense o anio,date (calendar),NA,fecha,date (calendrier),NA,NA,NA,NA,NA,NA,NA,NA,NA,dato,Datum,NA,תאריך,NA,ru: дата,2514,3
ca,preposada,indicante la otra person o cosa en un compara de nonegalia,than,ol,que,que,NA,NA,NA,NA,NA,NA,NA,mea can es plu intelijente ca me,NA,end,als,NA,he: מ-,NA,NA,1375,3
gitar,nom musica,un strumento musical de cordetas,guitar,NA,guitarra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,guitar,Gitarre,NA,NA,NA,NA,3967,3
mesura,verbo transitiva matematica,trova la grandia,measure,NA,medir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,måle,messen,NA,NA,NA,NA,5483,3
individua,ajetivo governa,un,individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individuell,NA,NA,NA,NA,4383,3
banco,nom mone,un instituida finansial cual investi mone deponeda par clientes,bank (money),NA,banco,banque,NA,NA,NA,NA,NA,NA,NA,NA,NA,bank,Bank,NA,he: בנק,NA,NA,915,3
lente,nom util,un peso de vitro o otra materia transparente con lados curva per consentra o sperde lus,lens,NA,lente (de cristal o similar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,linse,Linse,NA,NA,NA,NA,4921,3
individua,nom,NA,individual,NA,individuo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individ,NA,NA,NA,NA,NA,4383,3
article,nom informatica,cada de la testos diversa en un jornal,article (document); record,NA,artículo,article,NA,NA,NA,NA,NA,NA,NA,NA,NA,artikel,Artikel,artigo,he: מאמר,NA,NA,617,3
zucar,nom cimica cosini,un carboidrato cristal e disolvable,sugar,sukero,azúcar,sucre,NA,NA,NA,NA,NA,NA,NA,NA,NA,sukker,Zucker,NA,NA,NA,ru: сахар,9904,3
